point,era,event_class,first_fired_at,last_active_at,max_severity,max_confidence,fired_conditions
mapai,modern,tornado,2023-02-25 07:00:00,2023-02-25 09:00:00,severe,1.0,moist|mslp_fall|shear_high|theta_e_high|theta_e_surge
mapai,modern,flash_flood,2023-02-25 09:00:00,2023-02-25 21:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,modern,flash_flood,2023-02-25 10:00:00,2023-02-25 18:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,2023-02-25 14:00:00,2023-02-26 11:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,modern,flood,2023-02-26 06:00:00,2023-02-26 20:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
mapai,modern,flood,2023-02-26 06:00:00,2023-03-01 08:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
pafuri,modern,flash_flood,2023-02-26 10:00:00,2023-02-26 18:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
pafuri,modern,flood,2023-02-27 05:00:00,2023-03-01 11:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
thohoyandou,modern,flash_flood,2023-02-27 15:00:00,2023-02-28 21:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
mapai,modern,flash_flood,2023-02-27 20:00:00,2023-02-28 21:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
pafuri,modern,flash_flood,2023-02-27 21:00:00,2023-03-01 06:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
musina,modern,flash_flood,2023-02-28 00:00:00,2023-02-28 19:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
thohoyandou,modern,flood,2023-02-28 17:00:00,2023-03-01 01:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
xai_xai,modern,flood,2023-03-01 08:00:00,2023-03-02 10:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
xai_xai,modern,flash_flood,2023-03-01 10:00:00,2023-03-01 14:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,2023-03-27 07:00:00,2023-03-27 09:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
musina,modern,flash_flood,2023-12-26 03:00:00,2023-12-28 00:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
thohoyandou,modern,flash_flood,2023-12-26 05:00:00,2023-12-27 12:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
pafuri,modern,flash_flood,2023-12-26 15:00:00,2023-12-27 23:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
thohoyandou,modern,flood,2023-12-26 18:00:00,2023-12-27 16:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
mapai,modern,flash_flood,2023-12-27 06:00:00,2023-12-27 15:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flood,2024-04-06 13:00:00,2024-04-07 15:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
chokwe,modern,flash_flood,2024-10-23 21:00:00,2024-10-24 01:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,2024-10-23 21:00:00,2024-10-24 00:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,modern,flash_flood,2024-11-11 09:00:00,2024-11-11 13:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,2024-12-20 14:00:00,2024-12-20 16:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,modern,flash_flood,2025-01-09 01:00:00,2025-01-09 02:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,2025-01-09 01:00:00,2025-01-09 05:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
musina,modern,flash_flood,2025-02-09 07:00:00,2025-02-10 23:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
pafuri,modern,flash_flood,2025-02-10 07:00:00,2025-02-10 23:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
thohoyandou,modern,flash_flood,2025-02-10 07:00:00,2025-02-10 23:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
mapai,modern,flash_flood,2025-02-10 12:00:00,2025-02-10 22:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
thohoyandou,modern,flood,2025-02-10 15:00:00,2025-02-11 05:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
chokwe,modern,flash_flood,2025-10-30 14:00:00,2025-10-30 18:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,2025-11-17 01:00:00,2025-11-17 11:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
mapai,modern,flash_flood,2025-11-28 06:00:00,2025-11-28 08:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
pafuri,modern,flash_flood,2025-11-28 06:00:00,2025-11-28 06:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
thohoyandou,modern,flood,2025-12-22 11:00:00,2025-12-23 11:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
pafuri,modern,flood,2025-12-22 15:00:00,2025-12-23 11:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
chokwe,modern,flash_flood,2026-01-09 21:00:00,2026-01-11 07:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,2026-01-09 21:00:00,2026-01-11 08:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
mapai,modern,flash_flood,2026-01-10 03:00:00,2026-01-11 21:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,modern,flood,2026-01-10 04:00:00,2026-01-11 14:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
xai_xai,modern,flood,2026-01-10 17:00:00,2026-01-11 04:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
mapai,modern,flood,2026-01-10 23:00:00,2026-01-13 04:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
pafuri,modern,flash_flood,2026-01-10 23:00:00,2026-01-11 00:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
thohoyandou,modern,flash_flood,2026-01-11 05:00:00,2026-01-11 09:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
thohoyandou,modern,flood,2026-01-11 07:00:00,2026-01-15 01:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
musina,modern,flash_flood,2026-01-11 09:00:00,2026-01-11 12:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
pafuri,modern,flood,2026-01-12 00:00:00,2026-01-13 11:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
pafuri,modern,flash_flood,2026-01-12 02:00:00,2026-01-12 10:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
thohoyandou,modern,flash_flood,2026-01-12 11:00:00,2026-01-12 14:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
musina,modern,flash_flood,2026-01-12 14:00:00,2026-01-12 21:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
musina,modern,flash_flood,2026-01-13 23:00:00,2026-01-13 23:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
musina,modern,flood,2026-01-14 00:00:00,2026-01-14 23:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
pafuri,modern,flood,2026-01-14 13:00:00,2026-01-15 05:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
pafuri,modern,flood,2026-01-16 07:00:00,2026-01-17 03:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
thohoyandou,modern,flood,2026-01-16 11:00:00,2026-01-17 09:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
xai_xai,modern,flash_flood,2026-03-03 01:00:00,2026-03-04 16:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flood,2026-03-03 03:00:00,2026-03-04 07:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
chokwe,modern,flash_flood,2026-03-03 04:00:00,2026-03-04 12:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
musina,modern,flash_flood,2026-03-03 06:00:00,2026-03-03 06:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,modern,flood,2026-03-03 15:00:00,2026-03-04 08:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
xai_xai,modern,flood,2026-03-08 03:00:00,2026-03-09 08:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
chokwe,modern,flood,2026-03-08 06:00:00,2026-03-08 23:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
chokwe,modern,flash_flood,2026-08-11 09:00:00,2026-08-11 19:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,2026-08-11 09:00:00,2026-08-12 03:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flood,2026-08-11 16:00:00,2026-08-12 16:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
