event_class,feature,lead_h,auc,abs_auc,cliffs_delta,robust_d,median_event,median_control,n_event,n_control
flood,rain_on_sat_72h,48,0.5739240449012446,0.5739240449012446,0.1478480898024892,0.2220982164144516,7.39654016494751,3.402768135070801,2429,4837
flood,precip_1h,72,0.5348625543449613,0.5348625543449613,0.06972510868992265,0.0,0.0,0.0,2429,4858
flood,precip_sum_3h,72,0.5360532664095046,0.5360532664095046,0.07210653281900914,0.0,0.0,0.0,2429,4858
flood,precip_sum_6h,72,0.5379310499706697,0.5379310499706697,0.0758620999413393,0.0,0.0,0.0,2429,4858
flood,precip_sum_12h,72,0.5448721881763194,0.5448721881763194,0.08974437635263888,0.09375,0.5,0.20000000298023224,2429,4858
flood,precip_sum_24h,72,0.5486398314859168,0.5486398314859168,0.09727966297183355,0.12941178679466248,2.9000000953674316,1.7999999523162842,2429,4858
flood,precip_sum_48h,72,0.5557978325913329,0.5557978325913329,0.11159566518266573,0.16470587253570557,7.899999618530273,5.099999904632568,2429,4858
flood,precip_sum_72h,72,0.5598348384358685,0.5598348384358685,0.11966967687173691,0.16141733527183533,13.100000381469727,9.0,2429,4858
flood,api_96h,72,0.5608672041431576,0.5608672041431576,0.12173440828631521,0.1787145733833313,28.660051345825195,21.36095428466797,2429,4858
flood,wet_spell_h,72,0.5316237632924924,0.5316237632924924,0.06324752658498478,0.0,0.0,0.0,2429,4858
flood,wet_frac_72h,72,0.5471836975370171,0.5471836975370171,0.09436739507403424,0.13793103396892548,0.2916666567325592,0.2361111044883728,2429,4858
flood,sm_0_7,72,0.5424502426702089,0.5424502426702089,0.08490048534041783,0.11046508699655533,0.38199999928474426,0.3630000054836273,2429,4837
flood,sm_delta_7d,72,0.5330917068738952,0.5330917068738952,0.06618341374779035,0.061224013566970825,0.001999974250793457,-0.0010000020265579224,2429,4836
flood,sm_pct,72,0.5471123977185264,0.5471123977185264,0.09422479543705276,0.14035087823867798,0.5584905743598938,0.4679245352745056,2429,4837
flood,sm_sat_ratio,72,0.5471096438671857,0.5471096438671857,0.09421928773437149,0.11994639784097672,0.9127182364463806,0.8943820595741272,2395,4765
flood,sm_7_28,72,0.5361375318716634,0.5361375318716634,0.0722750637433267,0.11560682207345963,0.37599998712539673,0.35600000619888306,2429,4837
flood,sm2_delta_7d,72,0.5309147021055546,0.5309147021055546,0.06182940421110916,0.028571903705596924,0.0,-0.0010000169277191162,2429,4836
flood,mslp_hpa,72,0.48101034382642427,0.5189896561735757,-0.03797931234715146,-0.0428554005920887,1010.9000244140625,1011.2000122070312,2429,4858
